Generating pseudo labels for painting data
pseudo label correct rate is 0.5643025911112871
Data statistic {'clipart': 48833, 'infograph': 53201, 'quickdraw': 172500, 'real': 175327, 'sketch': 70386}
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          2,834,432
├─ParameterList: 1-1                     40,960
=================================================================
Total params: 2,875,392
Trainable params: 2,875,392
Non-trainable params: 0
=================================================================
PromptGenerator =================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          2,834,432
├─ParameterList: 1-1                     40,960
=================================================================
Total params: 2,875,392
Trainable params: 2,875,392
Non-trainable params: 0
=================================================================
name: ctx_cls, shape torch.Size([345, 16, 512]), require grad: True
name: ctx_target, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.0, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.1, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.2, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.3, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.4, shape torch.Size([1, 16, 512]), require grad: True
Best accuracy so far: 0.6201151246303338, step 500, accuracy 0.6201151246303338
Best accuracy so far: 0.6249075834389523, step 1000, accuracy 0.6249075834389523
Best accuracy so far: 0.6334231094212083, step 1500, accuracy 0.6334231094212083
Best accuracy so far: 0.6334231094212083, step 2000, accuracy 0.6298980777355302
Best accuracy so far: 0.633885192226447, step 2500, accuracy 0.633885192226447
Best accuracy so far: 0.6347169412758766, step 2510, accuracy 0.6347169412758766
Best accuracy so far: 0.6347169412758766, step 2520, accuracy 0.6339908111533586
Best accuracy so far: 0.6347169412758766, step 2530, accuracy 0.6331062526404732
Best accuracy so far: 0.6347169412758766, step 2540, accuracy 0.632432931981411
Best accuracy so far: 0.6347169412758766, step 2550, accuracy 0.6310994930291508
Best accuracy so far: 0.6347169412758766, step 2560, accuracy 0.6314691592733418
Best accuracy so far: 0.6347169412758766, step 2570, accuracy 0.6340436206168145
Best accuracy so far: 0.6348489649345163, step 2580, accuracy 0.6348489649345163
Best accuracy so far: 0.6355750950570342, step 2590, accuracy 0.6355750950570342
Best accuracy so far: 0.6361956062526405, step 2600, accuracy 0.6361956062526405
Best accuracy so far: 0.6361956062526405, step 2610, accuracy 0.6337399662019434
Best accuracy so far: 0.6361956062526405, step 2620, accuracy 0.6317728136882129
Best accuracy so far: 0.6361956062526405, step 2630, accuracy 0.6329214195183777
Best accuracy so far: 0.6361956062526405, step 2640, accuracy 0.6339115969581749
Best accuracy so far: 0.6361956062526405, step 2650, accuracy 0.6342680608365019
Best accuracy so far: 0.6361956062526405, step 2660, accuracy 0.6333042881284326
Best accuracy so far: 0.6361956062526405, step 2670, accuracy 0.6315351711026616
Best accuracy so far: 0.6361956062526405, step 2680, accuracy 0.6318652302492607
Best accuracy so far: 0.6361956062526405, step 2690, accuracy 0.6312843261512463
Best accuracy so far: 0.6361956062526405, step 2700, accuracy 0.6316671947613012
Best accuracy so far: 0.6361956062526405, step 2710, accuracy 0.6343736797634136
Best accuracy so far: 0.6361956062526405, step 2720, accuracy 0.6321556822982678
Best accuracy so far: 0.6361956062526405, step 2730, accuracy 0.6313107308829742
Best accuracy so far: 0.6361956062526405, step 2740, accuracy 0.6314559569074778
Best accuracy so far: 0.6361956062526405, step 2750, accuracy 0.6293831854668357
Best accuracy so far: 0.6361956062526405, step 2760, accuracy 0.6297000422475708
Best accuracy so far: 0.6361956062526405, step 2770, accuracy 0.6302809463455852
Best accuracy so far: 0.6361956062526405, step 2780, accuracy 0.6322084917617237
Best accuracy so far: 0.6361956062526405, step 2790, accuracy 0.6349677862272919
Best accuracy so far: 0.6361956062526405, step 2800, accuracy 0.635641106886354
